store_view_code,attribute_set_code,path,name,is_active,is_anchor,include_in_menu,display_mode,url_key,description,image_path,meta_title,meta_keywords,meta_description,landing_page,position,path_in_store,custom_design,custom_design_from,custom_design_to,page_layout,custom_layout_update,available_sort_by,default_sort_by,custom_use_parent_settings,custom_apply_to_products,filter_price_range,created_at,updated_at,additional_attributes
"",Default,The last Root Category/Collections/Performance Sportswear New,Performance Sportswear New,1,1,0,Static block only,performance-new,,,,,,,,,,,,1 column,,,,,,,,,
"",Default,The last Root Category/Collections/Eco Collection New,Eco Collection New,1,1,0,Static block only,eco-new,,,,,,,,,,,,1 column,,,,,,,,,
"",Default,The last Root Category/Training,Training,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
"",Default,The last Root Category/Training/Video Download,Video Download,1,1,1,,training-video,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Promotions,Promotions,0,0,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Promotions/Women Sale,Women Sale,1,1,0,,women-sale,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Promotions/Men Sale,Men Sale,1,1,0,,men-sale,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Promotions/Pants,Pants,1,1,0,,pants-all,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Promotions/Tees,Tees,1,1,0,,tees-all,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Sale,Sale,1,1,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
"",Default,The last Root Category/Gift Cards,Gift Cards,1,1,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
