original_data,sku,store_view_code,categories,product_websites,visibility,url_key
,MS10-S-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-s-blue
,MS10-S-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-s-red
,MS10-M-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-m-black
,MS10-M-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-m-blue
,MS10-M-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-m-red
,MS10-L-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-l-black
,MS10-L-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-l-blue
,MS10-L-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-l-red
,MS10-XL-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-xl-black
,MS10-XL-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-xl-blue
,MS10-XL-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",logan-heattec-reg-tee-xl-red
,MS07-XS-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-xs-black
,MS07-XS-Green,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-xs-green
,MS07-XS-White,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-xs-white
,MS07-S-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-s-black
,MS07-S-Green,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-s-green
,MS07-S-White,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-s-white
,MS07-M-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-m-black
,MS07-M-Green,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-m-green
,MS07-M-White,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-m-white
,MS07-L-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-l-black
,MS07-L-Green,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-l-green
,MS07-L-White,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-l-white
,MS07-XL-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-xl-black
,MS07-XL-Green,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-xl-green
,MS07-XL-White,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",deion-long-sleeve-evercool-trade-tee-xl-white
,MS08-XS-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-xs-black
,MS08-XS-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-xs-blue
,MS08-XS-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-xs-red
,MS08-S-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-s-black
,MS08-S-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-s-blue
,MS08-S-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-s-red
,MS08-M-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-m-black
,MS08-M-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-m-blue
,MS08-M-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-m-red
,MS08-L-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-l-black
,MS08-L-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-l-blue
,MS08-L-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-l-red
,MS08-XL-Black,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-xl-black
,MS08-XL-Blue,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-xl-blue
,MS08-XL-Red,default,"Default Category/Men/Tops/Tees",base,"Not Visible Individually",strike-endurance-tee-xl-red
,MT01-XS-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-xs-gray
,MT01-XS-Orange,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-xs-orange
,MT01-XS-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-xs-red
,MT01-S-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-s-gray
,MT01-S-Orange,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-s-orange
,MT01-S-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-s-red
,MT01-M-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-m-gray
,MT01-M-Orange,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-m-orange
,MT01-M-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-m-red
,MT01-L-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-l-gray
,MT01-L-Orange,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-l-orange
,MT01-L-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-l-red
,MT01-XL-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-xl-gray
,MT01-XL-Orange,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-xl-orange
,MT01-XL-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",erikssen-cooltech-trade-fitness-tank-xl-red
,MT02-XS-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-xs-gray
,MT02-XS-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-xs-red
,MT02-XS-White,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-xs-white
,MT02-S-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-s-gray
,MT02-S-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-s-red
,MT02-S-White,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-s-white
,MT02-M-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-m-gray
,MT02-M-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-m-red
,MT02-M-White,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-m-white
,MT02-L-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-l-gray
,MT02-L-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-l-red
,MT02-L-White,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-l-white
,MT02-XL-Gray,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-xl-gray
,MT02-XL-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-xl-red
,MT02-XL-White,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tristan-endurance-tank-xl-white
,MT03-XS-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-xs-blue
,MT03-XS-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-xs-red
,MT03-XS-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-xs-yellow
,MT03-S-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-s-blue
,MT03-S-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-s-red
,MT03-S-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-s-yellow
,MT03-M-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-m-blue
,MT03-M-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-m-red
,MT03-M-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-m-yellow
,MT03-L-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-l-blue
,MT03-L-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-l-red
,MT03-L-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-l-yellow
,MT03-XL-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-xl-blue
,MT03-XL-Red,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-xl-red
,MT03-XL-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",primo-endurance-tank-xl-yellow
,MT04-XS-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",helios-endurance-tank-xs-blue
,MT04-S-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",helios-endurance-tank-s-blue
,MT04-M-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",helios-endurance-tank-m-blue
,MT04-L-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",helios-endurance-tank-l-blue
,MT04-XL-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",helios-endurance-tank-xl-blue
,MT05-XS-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",rocco-gym-tank-xs-blue
,MT05-S-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",rocco-gym-tank-s-blue
,MT05-M-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",rocco-gym-tank-m-blue
,MT05-L-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",rocco-gym-tank-l-blue
,MT05-XL-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",rocco-gym-tank-xl-blue
,MT06-XS-Black,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",vulcan-weightlifting-tank-xs-black
,MT06-S-Black,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",vulcan-weightlifting-tank-s-black
,MT06-M-Black,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",vulcan-weightlifting-tank-m-black
,MT06-L-Black,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",vulcan-weightlifting-tank-l-black
,MT06-XL-Black,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",vulcan-weightlifting-tank-xl-black
,MT07-XS-Gray,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",argus-all-weather-tank-xs-gray
,MT07-S-Gray,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",argus-all-weather-tank-s-gray
,MT07-M-Gray,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",argus-all-weather-tank-m-gray
,MT07-L-Gray,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",argus-all-weather-tank-l-gray
,MT07-XL-Gray,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",argus-all-weather-tank-xl-gray
,MT08-XS-Green,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sparta-gym-tank-xs-green
,MT08-S-Green,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sparta-gym-tank-s-green
,MT08-M-Green,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sparta-gym-tank-m-green
,MT08-L-Green,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sparta-gym-tank-l-green
,MT08-XL-Green,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sparta-gym-tank-xl-green
,MT09-XS-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sinbad-fitness-tank-xs-blue
,MT09-S-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sinbad-fitness-tank-s-blue
,MT09-M-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sinbad-fitness-tank-m-blue
,MT09-L-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sinbad-fitness-tank-l-blue
,MT09-XL-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",sinbad-fitness-tank-xl-blue
,MT10-XS-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tiberius-gym-tank-xs-yellow
,MT10-S-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tiberius-gym-tank-s-yellow
,MT10-M-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tiberius-gym-tank-m-yellow
,MT10-L-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tiberius-gym-tank-l-yellow
,MT10-XL-Yellow,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",tiberius-gym-tank-xl-yellow
,MT11-XS-Blue,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",atlas-fitness-tank-xs-blue
,MT11-S-Blue,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",atlas-fitness-tank-s-blue
,MT11-M-Blue,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",atlas-fitness-tank-m-blue
,MT11-L-Blue,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",atlas-fitness-tank-l-blue
,MT11-XL-Blue,default,"Default Category/Men/Tops/Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",atlas-fitness-tank-xl-blue
,MT12-XS-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",cassius-sparring-tank-xs-blue
,MT12-S-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",cassius-sparring-tank-s-blue
,MT12-M-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",cassius-sparring-tank-m-blue
,MT12-L-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",cassius-sparring-tank-l-blue
,MT12-XL-Blue,default,"Default Category/Men/Tops/Tanks",base,"Not Visible Individually",cassius-sparring-tank-xl-blue
,MP01-32-Black,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-32-black
,MP01-32-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-32-gray
,MP01-32-Purple,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-32-purple
,MP01-33-Black,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-33-black
,MP01-33-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-33-gray
,MP01-33-Purple,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-33-purple
,MP01-34-Black,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-34-black
,MP01-34-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-34-gray
,MP01-34-Purple,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-34-purple
,MP01-36-Black,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-36-black
,MP01-36-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-36-gray
,MP01-36-Purple,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,"Not Visible Individually",caesar-warm-up-pant-36-purple
,MP02-32-Blue,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-32-blue
,MP02-32-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-32-gray
,MP02-32-Red,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-32-red
,MP02-33-Blue,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-33-blue
,MP02-33-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-33-gray
,MP02-33-Red,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-33-red
,MP02-34-Blue,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-34-blue
,MP02-34-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-34-gray
,MP02-34-Red,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-34-red
,MP02-36-Blue,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-36-blue
,MP02-36-Gray,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-36-gray
,MP02-36-Red,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",viktor-lumatech-trade-pant-36-red
,MP03-32-Blue,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",geo-insulated-jogging-pant-32-blue
,MP03-32-Green,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",geo-insulated-jogging-pant-32-green
,MP03-32-Red,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",geo-insulated-jogging-pant-32-red
,MP03-33-Blue,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",geo-insulated-jogging-pant-33-blue
,MP03-33-Green,default,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",geo-insulated-jogging-pant-33-green
