original_data,sku,store_view_code,categories,product_websites,visibility,url_key
,WB03-XL-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",celeste-sports-bra-xl-red
,WB03-XL-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",celeste-sports-bra-xl-yellow
,WB04-XS-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-xs-blue
,WB04-XS-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-xs-purple
,WB04-XS-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-xs-yellow
,WB04-S-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-s-blue
,WB04-S-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-s-purple
,WB04-S-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-s-yellow
,WB04-M-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-m-blue
,WB04-M-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-m-purple
,WB04-M-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-m-yellow
,WB04-L-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-l-blue
,WB04-L-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-l-purple
,WB04-L-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-l-yellow
,WB04-XL-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-xl-blue
,WB04-XL-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-xl-purple
,WB04-XL-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",prima-compete-bra-top-xl-yellow
,WB05-XS-Black,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-xs-black
,WB05-XS-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-xs-orange
,WB05-XS-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-xs-purple
,WB05-S-Black,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-s-black
,WB05-S-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-s-orange
,WB05-S-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-s-purple
,WB05-M-Black,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-m-black
,WB05-M-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-m-orange
,WB05-M-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-m-purple
,WB05-L-Black,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-l-black
,WB05-L-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-l-orange
,WB05-L-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-l-purple
,WB05-XL-Black,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-xl-black
,WB05-XL-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-xl-orange
,WB05-XL-Purple,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",lucia-cross-fit-bra-xl-purple
,WT01-XS-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-xs-black
,WT01-XS-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-xs-blue
,WT01-XS-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-xs-orange
,WT01-S-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-s-black
,WT01-S-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-s-blue
,WT01-S-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-s-orange
,WT01-M-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-m-black
,WT01-M-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-m-blue
,WT01-M-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-m-orange
,WT01-L-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-l-black
,WT01-L-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-l-blue
,WT01-L-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-l-orange
,WT01-XL-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-xl-black
,WT01-XL-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-xl-blue
,WT01-XL-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",bella-tank-xl-orange
,WT02-XS-Green,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-xs-green
,WT02-XS-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-xs-orange
,WT02-XS-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-xs-yellow
,WT02-S-Green,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-s-green
,WT02-S-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-s-orange
,WT02-S-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-s-yellow
,WT02-M-Green,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-m-green
,WT02-M-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-m-orange
,WT02-M-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-m-yellow
,WT02-L-Green,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-l-green
,WT02-L-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-l-orange
,WT02-L-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-l-yellow
,WT02-XL-Green,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-xl-green
,WT02-XL-Orange,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-xl-orange
,WT02-XL-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",zoe-tank-xl-yellow
,WT03-XS-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-xs-orange
,WT03-XS-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-xs-purple
,WT03-XS-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-xs-red
,WT03-S-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-s-orange
,WT03-S-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-s-purple
,WT03-S-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-s-red
,WT03-M-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-m-orange
,WT03-M-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-m-purple
,WT03-M-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-m-red
,WT03-L-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-l-orange
,WT03-L-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-l-purple
,WT03-L-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-l-red
,WT03-XL-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-xl-orange
,WT03-XL-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-xl-purple
,WT03-XL-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",nora-practice-tank-xl-red
,WT04-XS-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-xs-blue
,WT04-XS-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-xs-purple
,WT04-XS-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-xs-red
,WT04-S-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-s-blue
,WT04-S-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-s-purple
,WT04-S-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-s-red
,WT04-M-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-m-blue
,WT04-M-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-m-purple
,WT04-M-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-m-red
,WT04-L-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-l-blue
,WT04-L-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-l-purple
,WT04-L-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-l-red
,WT04-XL-Blue,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-xl-blue
,WT04-XL-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-xl-purple
,WT04-XL-Red,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",nona-fitness-tank-xl-red
,WT05-XS-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-xs-orange
,WT05-XS-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-xs-purple
,WT05-XS-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-xs-white
,WT05-S-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-s-orange
,WT05-S-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-s-purple
,WT05-S-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-s-white
,WT05-M-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-m-orange
,WT05-M-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-m-purple
,WT05-M-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-m-white
,WT05-L-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-l-orange
,WT05-L-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-l-purple
,WT05-L-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-l-white
,WT05-XL-Orange,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-xl-orange
,WT05-XL-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-xl-purple
,WT05-XL-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",leah-yoga-top-xl-white
,WT06-XS-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-xs-blue
,WT06-XS-Red,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-xs-red
,WT06-XS-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-xs-yellow
,WT06-S-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-s-blue
,WT06-S-Red,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-s-red
,WT06-S-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-s-yellow
,WT06-M-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-m-blue
,WT06-M-Red,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-m-red
,WT06-M-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-m-yellow
,WT06-L-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-l-blue
,WT06-L-Red,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-l-red
,WT06-L-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-l-yellow
,WT06-XL-Blue,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-xl-blue
,WT06-XL-Red,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-xl-red
,WT06-XL-Yellow,default,"Default Category/Women/Tops/Bras & Tanks",base,"Not Visible Individually",chloe-compete-tank-xl-yellow
,WT07-XS-Green,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-xs-green
,WT07-XS-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-xs-white
,WT07-XS-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-xs-yellow
,WT07-S-Green,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-s-green
,WT07-S-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-s-white
,WT07-S-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-s-yellow
,WT07-M-Green,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-m-green
,WT07-M-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-m-white
,WT07-M-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-m-yellow
,WT07-L-Green,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-l-green
,WT07-L-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-l-white
,WT07-L-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-l-yellow
,WT07-XL-Green,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-xl-green
,WT07-XL-White,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-xl-white
,WT07-XL-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",maya-tunic-xl-yellow
,WT08-XS-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-xs-black
,WT08-XS-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-xs-purple
,WT08-XS-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-xs-yellow
,WT08-S-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-s-black
,WT08-S-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-s-purple
,WT08-S-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-s-yellow
,WT08-M-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-m-black
,WT08-M-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-m-purple
,WT08-M-Yellow,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-m-yellow
,WT08-L-Black,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-l-black
,WT08-L-Purple,default,"Default Category/Women/Tops/Bras & Tanks,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",antonia-racer-tank-l-purple
