original_data,sku,store_view_code,categories,product_websites,visibility,url_key
,WH08-M-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-m-orange
,WH08-M-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-m-purple
,WH08-M-White,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-m-white
,WH08-L-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-l-orange
,WH08-L-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-l-purple
,WH08-L-White,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-l-white
,WH08-XL-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-xl-orange
,WH08-XL-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-xl-purple
,WH08-XL-White,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Promotions/Women Sale,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",cassia-funnel-sweatshirt-xl-white
,WH09-XS-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-xs-green
,WH09-XS-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-xs-purple
,WH09-XS-Red,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-xs-red
,WH09-S-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-s-green
,WH09-S-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-s-purple
,WH09-S-Red,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-s-red
,WH09-M-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-m-green
,WH09-M-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-m-purple
,WH09-M-Red,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-m-red
,WH09-L-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-l-green
,WH09-L-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-l-purple
,WH09-L-Red,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-l-red
,WH09-XL-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-xl-green
,WH09-XL-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-xl-purple
,WH09-XL-Red,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,"Not Visible Individually",ariel-roll-sleeve-sweatshirt-xl-red
,WH10-XS-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-xs-blue
,WH10-XS-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-xs-gray
,WH10-XS-Yellow,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-xs-yellow
,WH10-S-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-s-blue
,WH10-S-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-s-gray
,WH10-S-Yellow,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-s-yellow
,WH10-M-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-m-blue
,WH10-M-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-m-gray
,WH10-M-Yellow,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-m-yellow
,WH10-L-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-l-blue
,WH10-L-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-l-gray
,WH10-L-Yellow,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-l-yellow
,WH10-XL-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-xl-blue
,WH10-XL-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-xl-gray
,WH10-XL-Yellow,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/New Luma Yoga Collection,Default Category",base,"Not Visible Individually",helena-hooded-fleece-xl-yellow
,WH11-XS-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-xs-blue
,WH11-XS-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-xs-green
,WH11-XS-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-xs-orange
,WH11-S-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-s-blue
,WH11-S-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-s-green
,WH11-S-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-s-orange
,WH11-M-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-m-blue
,WH11-M-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-m-green
,WH11-M-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-m-orange
,WH11-L-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-l-blue
,WH11-L-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-l-green
,WH11-L-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-l-orange
,WH11-XL-Blue,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-xl-blue
,WH11-XL-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-xl-green
,WH11-XL-Orange,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",eos-v-neck-hoodie-xl-orange
,WH12-XS-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-xs-gray
,WH12-XS-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-xs-green
,WH12-XS-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-xs-purple
,WH12-S-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-s-gray
,WH12-S-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-s-green
,WH12-S-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-s-purple
,WH12-M-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-m-gray
,WH12-M-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-m-green
,WH12-M-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-m-purple
,WH12-L-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-l-gray
,WH12-L-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-l-green
,WH12-L-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-l-purple
,WH12-XL-Gray,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-xl-gray
,WH12-XL-Green,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-xl-green
,WH12-XL-Purple,default,"Default Category/Women/Tops/Hoodies & Sweatshirts,Default Category/Collections/Performance Fabrics,Default Category",base,"Not Visible Individually",circe-hooded-ice-fleece-xl-purple
,WJ01-S-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-s-blue
,WJ01-S-Red,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-s-red
,WJ01-S-Yellow,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-s-yellow
,WJ01-M-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-m-blue
,WJ01-M-Red,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-m-red
,WJ01-M-Yellow,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-m-yellow
,WJ01-L-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-l-blue
,WJ01-L-Red,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-l-red
,WJ01-L-Yellow,default,"Default Category/Women/Tops/Jackets,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Erin Recommends,Default Category",base,"Not Visible Individually",stellar-solar-jacket-l-yellow
,WJ02-XS-Black,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-xs-black
,WJ02-XS-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-xs-blue
,WJ02-XS-Gray,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-xs-gray
,WJ02-S-Black,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-s-black
,WJ02-S-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-s-blue
,WJ02-S-Gray,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-s-gray
,WJ02-M-Black,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-m-black
,WJ02-M-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-m-blue
,WJ02-M-Gray,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-m-gray
,WJ02-L-Black,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-l-black
,WJ02-L-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-l-blue
,WJ02-L-Gray,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-l-gray
,WJ02-XL-Black,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-xl-black
,WJ02-XL-Blue,default,"Default Category/Women/Tops/Jackets,Default Category/Promotions/Women Sale,Default Category",base,"Not Visible Individually",josie-yoga-jacket-xl-blue
